Row.names	logFC_all	FDR_all	logFC_sens	FDR_sens	logFC_tol	FDR_tol	func
PGSC0003DMG400000379	-0.508220923334724	0.017486376569066	-0.525234759799684	0.722506574071616	-0.492821739560617	0.867614189542244	PERK1_kinase
PGSC0003DMG400000584	-0.789759641766754	0.00132280353298714	-0.775796411167299	0.29911402583995	-0.812718937016029	0.245581426161595	Pseudo-response_regulator_5
PGSC0003DMG400000811	-1.08290251495702	0.000527102317686657	-1.16354463340052	0.0697255849904686	-1.01939606299047	0.224756848522749	RAV_transcription_factor
PGSC0003DMG400001434	-1.07488898083129	0.000152571344326489	-1.17046875451554	0.0192358172285313	-1.00300000095936	0.171763962901911	WRKY_transcription_factor-c
PGSC0003DMG400001649	-2.57084906368913	0.00786055258000341	-3.74179626905679	0.0108244597986856	-1.22764688696452	1	Auxin-induced_SAUR
PGSC0003DMG400001774	-1.9148641645616	1.81921757826108e-05	-1.97773969231264	0.00440772834392612	-1.90353086025904	0.0212307078369884	Peroxidase
PGSC0003DMG400001999	-0.816676319660558	0.0080322149560656	-0.797014756132184	0.722506574071616	-0.839180707167918	0.384180755638201	BZIP_protein
PGSC0003DMG400002073	-0.95877724438242	0.0385407955107622	-1.07372233113374	0.514123898275434	-0.793959175382454	0.946538468992815	Nuclear_transport_factor
PGSC0003DMG400002261	-1.02256330925412	0.0200201939407652	-1.05277385506921	0.46009946582068	-0.990592460398508	0.672166953816248	Conserved_gene_of_unknown_function
PGSC0003DMG400002526	-0.522265643532589	0.0440576463770266	-0.626107091394417	0.636028552647162	-0.418317232622735	1	LysM_type_receptor_kinase
PGSC0003DMG400002562	-1.03595419931866	0.00905520112364526	-1.0031734810404	0.381382188662284	-1.09687679945266	0.237243276600476	F-box_kelch-repeat_protein
PGSC0003DMG400002620	-0.983631472768575	0.0215508394620786	-0.964933620463682	0.646233166344338	-1.01101757979156	0.640060472687029	AP2_domain_class_transcription_factor
PGSC0003DMG400002808	-1.23703049986372	0.0228648473504121	-1.19495296067049	0.725287070832927	-1.28632246330413	0.52080394306912	DNA_helicase_hus2
PGSC0003DMG400003102	-0.570694526140251	0.00436607486096985	-0.542652680796477	0.611453955978576	-0.605150215661394	0.481979283154781	L-galactose_dehydrogenase
PGSC0003DMG400003615	-0.52391337346466	0.046449626640273	-0.550089519951169	0.813810644866366	-0.497262291985767	0.932341147938911	Thioredoxin_H-type_2
PGSC0003DMG400003626	-1.28811119083025	0.044592617167343	-1.20647304917708	0.435179549283257	-1.44271557039039	0.391924380798887	Lactoylglutathione_lyase
PGSC0003DMG400004062	-0.611101512564899	0.00224494107550984	-0.57281348978003	0.608052736910026	-0.656922122573846	0.383440184959925	DOF_domain_class_transcription_factor
PGSC0003DMG400004301	-0.84291566956904	0.0139144261538284	-0.636032905113878	0.915597077563924	-1.08126361671558	0.16207402757641	Chlorophyll_a_b_binding_protein_type_I
PGSC0003DMG400004396	-1.79402726546673	0.00997486729505123	-1.43105350174947	0.727921255947638	-2.397207836925	0.0681085656763132	Kinase
PGSC0003DMG400004567	-0.796045104264877	0.0107111971451938	-0.67504041508908	0.906744238712094	-0.94254280206064	0.256881929784271	Transcription_factor
PGSC0003DMG400004659	-0.979864488713251	0.00159739301304262	-0.923740082862106	0.418271959414103	-1.05080827651583	0.10490240350951	UDP-D-glucuronic_acid_4-epimerase
PGSC0003DMG400004822	-3.95342961881764	0.00362337026038478	-5.01929541804586	0.0192358172285313	-3.45483310582453	0.35208634888871	Oxidoreductase
PGSC0003DMG400004861	-0.616855306525941	0.0342349690333877	-0.635944356738246	0.646050821476137	-0.59488966354958	0.751411133042443	RBX1
PGSC0003DMG400004891	-0.65120724840327	0.0400532240648523	-0.585911564543432	0.855299287020802	-0.721411056542565	0.709336825276685	Subtilase_family_protein
PGSC0003DMG400005130	-0.933703574800492	0.000707402658971716	-0.87283833925197	0.248629375460998	-1.00681824785084	0.148594560670882	Conserved_gene_of_unknown_function
PGSC0003DMG400005653	-0.648057174551703	0.0319163927602291	-0.647652017211968	0.723378629148174	-0.653118743320749	0.733685005406206	Conserved_gene_of_unknown_function
PGSC0003DMG400005732	-0.645882447800394	0.0357029437127554	-0.547295380145682	1	-0.743770117949857	0.603263595334131	Muconate_cycloisomerase
PGSC0003DMG400005745	-0.698959990195624	0.0291847344273914	-0.691229990871598	0.650676196309297	-0.710191353624453	0.742821315678205	Calcium-binding_allergen_Ole_e_8
PGSC0003DMG400006179	-1.08196541120133	0.0341450101594756	-0.996113026991534	0.795203309606374	-1.20293249993467	0.288939874979531	Nodulin_family_protein
PGSC0003DMG400006226	-0.932988483687699	0.000765764127198415	-0.945241023359901	0.190540222553247	-0.925969916885618	0.237243276600476	Leucine-rich_repeat_family_protein
PGSC0003DMG400006643	-0.699651556947668	0.00261117850735427	-0.708713887502003	0.383453613239388	-0.694276134568463	0.43337925612077	Gene_of_unknown_function
PGSC0003DMG400006830	-0.601807822790683	0.0205820854163511	-0.591975678044455	0.82217700290165	-0.617512107837228	0.578975509159829	Protein_kinase_APK1B__chloroplast
