Row.names	logFC_all	FDR_all	logFC_sens	FDR_sens	logFC_tol	FDR_tol	func
PGSC0003DMG400000013	-1.81085058973763	0.0335055512642404	-1.86238476150779	0.0396670050869044	-1.63648535805044	0.630538584570936	Globulin
PGSC0003DMG400000053	-0.794552021510387	0.0356524881309741	-0.786514720930362	0.35837157826589	-0.80303306155549	0.426907932156945	Conserved_gene_of_unknown_function
PGSC0003DMG400000090	-0.525703485981676	0.0110833872862571	-0.556266647523771	0.24930481704605	-0.495465606258451	0.533240258565933	Ubiquitin_carrier_protein
PGSC0003DMG400000101	-0.8891829691332	0.0333870125717009	-1.07664034903699	0.128883798767221	-0.551236244618381	0.703189848055614	Triacylglycerol_lipase
PGSC0003DMG400000114	-0.408851946831891	0.0429040133967389	-0.30246943784559	0.734001022165598	-0.507847592676541	0.488857818218281	Phosphatidylinositol_3-and_4-kinase_family_protein
PGSC0003DMG400000123	-1.08848489628817	0.000784535718763801	-0.793080274966446	0.163044199975759	-1.31975358709917	0.0754770559112187	Calcium-transporting_ATPase__endoplasmic_reticulum-type
PGSC0003DMG400000144	-0.999328916629511	0.0377492341218467	-1.205639809985	0.22567201991388	-0.802228029507733	0.827849983347596	Flavonol_3-sulfotransferase
PGSC0003DMG400000146	-0.848813507671079	0.0156942692140127	-1.0446314150105	0.0795207310775081	-0.733955491562334	0.391675117611725	Cytochrome_P450_monooxygenase
PGSC0003DMG400000184	-1.34050426554455	0.000333162837432458	-0.982704636293118	0.0166402998255626	-1.53791101809522	0.0295693816977461	Ferric-chelate_reductase
PGSC0003DMG400000288	-0.550458118420637	0.0447679411251027	-0.503789887327749	0.538585222899245	-0.604590565466667	0.478285839819799	Gamma_glutamyl_transpeptidases
PGSC0003DMG400000292	-0.500506384816984	0.034015249379425	-0.459015665459297	0.598103752248702	-0.543707852165057	0.41339480642276	Conserved_gene_of_unknown_function
PGSC0003DMG400000342	-0.502111220745411	0.0287044217805989	-0.479273524340858	0.496014214995373	-0.525045064896879	0.573766907454393	Grave_disease_carrier_protein
PGSC0003DMG400000379	-0.634856612185348	0.0126485860547135	-0.679832308850509	0.22412052120687	-0.592338437738315	0.502103322892243	PERK1_kinase
PGSC0003DMG400000417	-0.979078796911581	0.0222087326934419	-1.05338127134248	0.290352791562658	-0.903929616441697	0.404770166626014	Superoxide_dismutase_[Cu-Zn]
PGSC0003DMG400000448	-0.688108989691108	0.000304746878679234	-0.689487846143887	0.101989774473914	-0.68936184159757	0.141553816788358	Serine_carboxypeptidase_III
PGSC0003DMG400000460	-0.573865990020207	0.0144223150015129	-0.829482066456808	0.0680064165853334	-0.326979523512292	0.900053409660187	RING-H2_finger_protein_ATL57
PGSC0003DMG400000476	-1.15980927770931	0.00274836834098469	-1.33192791070417	0.0419266804274515	-0.932238358215007	0.575782680204053	Conserved_gene_of_unknown_function
