Row.names	logFC_all	FDR_all	logFC_sens	FDR_sens	logFC_tol	FDR_tol	func
PGSC0003DMG400000066	1.66749303743883	0.000437336993376075	1.47645263444809	0.101857308284769	1.87894452453394	0.0258652150512284	Ethylene-responsive_late_embryogenesis
PGSC0003DMG400000079	1.19245057202909	0.0173135776214952	1.06890049506351	0.290747065421703	1.30615205563167	0.28435319001697	BCL-2-associated_athanogene_6
PGSC0003DMG400000128	0.442882533902035	0.0265790431944209	0.541007843669383	0.249769908744152	0.329980296424868	0.827849983347596	Ubiquitin_fusion_protein
PGSC0003DMG400000206	0.77915002381206	0.000220533155000177	0.860004837602139	0.0430487887790095	0.700626882765413	0.28435319001697	Exosome_complex_exonuclease_RRP41
PGSC0003DMG400000228	0.617580705562259	0.0101565413688507	0.700208248619795	0.199804351947948	0.546802722351569	0.518790596956929	EMB1703
PGSC0003DMG400000286	0.544996397134802	0.00291993054485309	0.721016857405836	0.0462903857211943	0.351068292508835	0.762729159964034	40S_ribosomal_protein_S30
PGSC0003DMG400000345	0.541017154562422	0.00362802898101458	0.659547572098475	0.113491128375496	0.413037903812899	0.605771190470339	60S_ribosomal_protein_L31
PGSC0003DMG400000409	0.464342387664581	0.0331281203669894	0.484345406208602	0.390010508910746	0.441493880137699	0.657958892338949	RNA_processing_factor_1
PGSC0003DMG400000444	1.19228495405716	0.0189758569951048	1.23116127044979	0.178606696170843	1.16122731183329	0.404770166626014	Heat_shock_cognate_70_kDa_protein
PGSC0003DMG400000478	1.26277950835586	0.0412891719314982	1.42857939850577	0.403281697179643	1.13811619722976	0.45657174624081	Pentatricopeptide_repeat-containing_protein
PGSC0003DMG400000572	0.760525261850338	3.52413659297386e-06	0.795348857639311	0.0134216843208012	0.722464625146074	0.120958142357045	Protein_translocase
PGSC0003DMG400000577	0.362214123496237	0.0421175564685116	0.386795393688551	0.484027416451642	0.33840940321018	0.764831892084776	Band_7_family_protein
PGSC0003DMG400000579	0.455726979866764	0.0100191764838032	0.534131294354291	0.244075882674971	0.37374565690189	0.674227503491454	Nascent_polypeptide_associated_complex_alpha_subunit
PGSC0003DMG400000654	0.75473138964876	2.68958430779968e-05	0.842407390039172	0.0193937240115655	0.64868776832962	0.165710718150604	H_ACA_ribonucleoprotein_complex_subunit
PGSC0003DMG400000672	0.8226397177104	3.37285676466519e-06	0.977980746840929	0.00327695023774334	0.667640513116841	0.186839184221345	PTAC18
PGSC0003DMG400000918	0.489570755667063	0.0248166969897866	0.444396484376053	0.484817733228287	0.536720865441144	0.560629164555021	Conserved_gene_of_unknown_function
PGSC0003DMG400000980	0.761884034442504	0.00376591471920793	0.864129341652923	0.118553945860214	0.681736902708888	0.440185042303536	Aspartate_carbamoyltransferase
PGSC0003DMG400000995	0.528774449020603	0.00292487979310163	0.500244368963194	0.304734543132276	0.554435156850927	0.350451741597835	Phosphoribosylaminoimidazole_carboxylase
PGSC0003DMG400001048	0.662172800907649	0.042374555834117	0.495488819526662	0.732550070174439	0.860511546321299	0.356831086626054	Tryptophan_synthase_beta_subunit
PGSC0003DMG400001128	0.65103235914455	0.0132227740538014	0.69628298194934	0.309052256071839	0.602975416782262	0.561698074072228	40S_ribosomal_protein_S15
PGSC0003DMG400001148	0.801968895768822	1.00946181981305e-06	0.82014048075307	0.01036807019986	0.781786454298688	0.0772139382513684	RuBisCO_large_subunit-binding_protein_subunit_alpha__chloroplastic
PGSC0003DMG400001191	0.503935136874129	0.00560145853969691	0.545220306305859	0.234383991316101	0.463758179917621	0.50943417056628	Nucleolin
PGSC0003DMG400001310	0.469330493338259	0.04719964484823	0.412716722753655	0.67340139512991	0.523529792408774	0.443863101722037	Conserved_gene_of_unknown_function
PGSC0003DMG400001442	1.02432353297694	0.00200814842633092	0.99346950279831	0.100630029328556	1.05845407015423	0.189023749765833	Heat_shock_protein
PGSC0003DMG400001545	0.448257632910119	0.00879523665881539	0.466993816794641	0.305539998401375	0.428578696599395	0.587109893256694	Ribonuclease_E
PGSC0003DMG400001646	0.540561424684726	0.0157611013383509	0.527103530678108	0.354022364357034	0.554085444930126	0.48809837389111	Ubiquitin-protein_ligase_BRE1A
PGSC0003DMG400001658	0.610570629591616	0.000320161544056876	0.556789732693675	0.210328223698012	0.663062651792401	0.143228015674191	TRNA-dihydrouridine_synthase
PGSC0003DMG400001661	0.469226241925775	0.0258246048944474	0.556848491627065	0.27572661761741	0.384230664478769	0.731937792010366	Aldo-keto_reductase
PGSC0003DMG400001690	0.662052873904447	0.000362331002538796	0.76573945879816	0.0439423973269258	0.548167226501848	0.365463591551912	Protein_synthesis_initiation_factor
PGSC0003DMG400001718	0.567910597826677	0.00145199258781179	0.577650253744052	0.173302890723709	0.556225466266458	0.347813168006231	ATP_binding_protein
PGSC0003DMG400001759	0.562516942738786	0.0168584663748403	0.729886641210257	0.11816005466503	0.395480587682077	0.779742575603914	40S_ribosomal_protein_S23
PGSC0003DMG400001771	0.862961685119903	0.016380921523544	0.909110500243506	0.229935332905927	0.822798046317761	0.50943417056628	Dead_box_ATP-dependent_RNA_helicase
PGSC0003DMG400001849	0.681887054200259	0.00106337473021382	0.776209340038841	0.096857225895665	0.577601727928132	0.301338207692542	Protein_synthesis_initiation_factor
PGSC0003DMG400001917	0.452373254025178	0.0285253848569651	0.45831284800453	0.495340069490933	0.445021449031893	0.663808999008145	2-oxoglutarate_decarboxylase__hydro-lyase__magnesium_ion_binding___thiamin_pyrophosphate_binding
PGSC0003DMG400002069	0.68403493435977	0.00316999854718727	0.805674827697043	0.0698818773471026	0.562189189686597	0.537257206523057	Cysteine_string_protein
PGSC0003DMG400002221	0.817520522528657	6.79253633770822e-08	0.915433889053293	0.0024087817811118	0.721021612033739	0.0834270076730753	Deacetylase
PGSC0003DMG400002274	0.531250434584324	0.00607919564972392	0.550562318542806	0.232610353991915	0.50646111212497	0.45657174624081	Ly200
PGSC0003DMG400002389	0.76692614315461	1.13397344614359e-05	0.753474007036308	0.0419266804274515	0.778142692857835	0.0834280232164228	Chaperonin_21
PGSC0003DMG400002405	0.501072486572312	0.0255282716901913	0.545116135679449	0.227524084266028	0.452211882640841	0.714860198349661	60S_ribosomal_protein_L10
PGSC0003DMG400002509	0.421161679440086	0.0483341704563074	0.3975076230816	0.624497154990639	0.441870228296657	0.67363421866965	40S_ribosomal_protein_S15a-2
PGSC0003DMG400002537	0.838547759782373	2.4895076658193e-06	0.843741168760099	0.018443929980989	0.830816313279847	0.0607447608028139	Rubisco_subunit_binding-protein_beta_subunit__rubb
PGSC0003DMG400002541	0.586138602158106	0.000717979481394547	0.676069005019848	0.0844382905337432	0.483940871102068	0.40097943693155	Ribosomal_protein_L37
PGSC0003DMG400002585	0.709579784152227	0.000731993088923048	0.817647147452101	0.0430487887790095	0.613888360453314	0.448263164908104	Chaperonin-60kD__ch60
PGSC0003DMG400002597	0.588887689396614	0.000236328411599519	0.665140567362871	0.0690572126398721	0.508138010318766	0.353582492178245	Ribosomal_protein_L28
PGSC0003DMG400002663	1.25386197168905	0.0187418870209466	1.605217812239	0.244226252389025	0.948037688801257	0.668607285742778	APO_protein_3__mitochondrial
PGSC0003DMG400002684	0.739973305825855	1.0485615579272e-05	0.782149074918873	0.0159804022759372	0.69371126217274	0.148470336936319	Histone_deacetylase_HDT1
PGSC0003DMG400002729	0.429356326965034	0.0234555298031691	0.538148077736265	0.241209623082213	0.309709907332647	0.842398796684165	Ribosomal_protein_L24
PGSC0003DMG400002746	0.406643912603204	0.0411060736574956	0.449408928590178	0.432233556340356	0.364465542407562	0.792271128691756	Conserved_gene_of_unknown_function
PGSC0003DMG400002765	0.528264367064491	0.0010724486243243	0.577902483748761	0.110052801962512	0.47611666109364	0.478933748155205	Nucleolar_protein_nop56
PGSC0003DMG400002773	0.465205323304613	0.0178122656208343	0.559088768096023	0.218063841614147	0.358107474437893	0.818326825668304	Dimethyladenosine_transferase
PGSC0003DMG400002819	0.448889486784101	0.020554795626099	0.476837084322253	0.363664489423665	0.422436588169052	0.597609731462526	Eukaryotic_translation_initiation_factor_5A-4
PGSC0003DMG400002860	0.628107477128816	0.000955783467307635	0.679879558323133	0.102619048375936	0.570345879654602	0.33686508033505	40S_ribosomal_protein_S9
PGSC0003DMG400002928	2.81596271662687	1.34676767863424e-05	2.8997429991255	0.00412185826712191	2.75059946312779	0.0231829062456391	Small_molecular_heat_shock_protein
PGSC0003DMG400002929	0.531926290151991	0.00382515116738427	0.533405716980585	0.251379472473331	0.529517676519472	0.365407348352449	Chaperonin_21
PGSC0003DMG400002987	1.17956778643988	0.01432128095151	1.17264612848665	0.154269745864601	1.18459017108809	0.330362400461283	DNAJ_protein
PGSC0003DMG400002993	2.2841830466334	0.0202315740163801	2.80161739539593	0.305468898703386	2.04015825797011	0.461983161945299	Regulator_of_gene_silencing
PGSC0003DMG400003138	0.415256253388845	0.0468978080135776	0.392983764954613	0.532102627183323	0.436259902441184	0.668091982239561	Elongation_factor_Ts
PGSC0003DMG400003219	4.38146291332412	3.35765367424778e-05	4.27541316683373	0.00748164385682257	4.60485169344744	0.0153214545130723	Small_heat_shock_protein__chloroplastic
PGSC0003DMG400003291	0.623812023002204	0.000877150212522626	0.706204847799329	0.0734923225101324	0.531074920385232	0.395074753025013	40S_ribosomal_protein_S20
PGSC0003DMG400003368	0.809205563739383	8.42740267153618e-05	0.916238307009976	0.0272134992180409	0.694914068437258	0.191548741001223	60S_ribosomal_protein_L12
PGSC0003DMG400003412	0.549311027101759	0.0428405656441796	0.49104495590069	0.505361635629329	0.610264467084614	0.578171629681883	General_negative_transcription_regulator
PGSC0003DMG400003423	0.634231330529358	0.00480862667665653	0.572186691187557	0.390865506661465	0.694950216883247	0.28330471855768	Conserved_gene_of_unknown_function
PGSC0003DMG400003467	0.575447607911249	0.000474883757453925	0.626464067614115	0.101857308284769	0.514462339172699	0.319423282615367	60S_ribosomal_protein_L7A
PGSC0003DMG400003826	0.526687895820441	0.00969772360921149	0.576220584545117	0.254265587011312	0.461984885102254	0.456255299402092	60S_ribosomal_protein_L23
PGSC0003DMG400003865	0.840003332780968	0.0474439338554279	0.874620241066232	0.305539998401375	0.794296935524466	0.559824403524283	Conserved_gene_of_unknown_function
PGSC0003DMG400003949	0.69948337775639	0.00921420896627129	0.70266010792775	0.31793362192345	0.690277154545857	0.277612932108641	Conserved_gene_of_unknown_function
PGSC0003DMG400003957	1.11779876029361	0.0195091917856529	1.2541445370168	0.302315948708948	0.983143997195936	0.598284024214951	Conserved_gene_of_unknown_function
PGSC0003DMG400003967	1.07325500488111	0.0023049766723078	1.08887362717028	0.155881877061715	1.06413526701713	0.213715311297318	Conserved_gene_of_unknown_function
PGSC0003DMG400003978	0.510670541786881	0.0132227740538014	0.643710200800459	0.152884906539801	0.391764371451898	0.779904664478387	S-adenosyl-methyltransferase_mraw
PGSC0003DMG400004087	0.634790691122389	0.0193072979468896	0.579784161308024	0.35837157826589	0.691090051917586	0.533240258565933	DNA_binding_protein
PGSC0003DMG400004124	0.644595391323391	0.00111566973557425	0.757790897686569	0.047069531811747	0.520732539351372	0.536697106237236	Ribosomal_protein_S9
PGSC0003DMG400004547	1.11689919958656	0.00284460112487194	0.721910531732865	0.555311768842627	1.53447887094054	0.00973793125209651	Proteinase_inhibitor_type-2_P303_51
PGSC0003DMG400004548	0.815066064971587	0.0598081904899728	0.349076751152648	0.940694909506092	1.44057543494684	0.0134604874491458	Proteinase_inhibitor_type-2_CEVI57
PGSC0003DMG400004583	0.587396759310635	0.024212445318448	0.581326874232151	0.225601296360366	0.593893230830926	0.597609731462526	Mov34-1
PGSC0003DMG400004593	1.09916175165794	0.00458155050400607	1.103234175013	0.149575998164083	1.09744025490454	0.218931272738589	Chitinase
PGSC0003DMG400004605	0.551726332054483	0.00267157834490874	0.633575221497604	0.174022925109132	0.463767534914851	0.442227055236149	Ubiquitin_extension_protein
PGSC0003DMG400004686	0.592860516034122	0.00552712788518081	0.698315048097778	0.149455081914432	0.476722175607395	0.536697106237236	Ubiquitin_extension_protein
PGSC0003DMG400004711	1.03798293097482	0.024069425498489	0.805118960785168	0.685862236482231	1.26781132351125	0.271413847786871	Pentatricopeptide_repeat-containing_protein__mitochondrial
PGSC0003DMG400004715	0.626481249906568	0.0103440858547964	0.677228011660418	0.209283695015017	0.579145457743445	0.468558152067378	Trichohyalin
PGSC0003DMG400004734	0.596445402768613	0.000228565746172516	0.648806572992987	0.0754773886603303	0.547690882147691	0.277612932108641	Conserved_gene_of_unknown_function
PGSC0003DMG400004753	0.594820803513206	0.015298969384378	0.516413256763019	0.405203360967491	0.664034994084038	0.396505579426147	Conserved_gene_of_unknown_function
PGSC0003DMG400004781	0.497251856547909	0.0321151308071008	0.577927661170809	0.254151916707691	0.413719524077422	0.759854292159114	Hsp70-interacting_protein_1
PGSC0003DMG400004808	1.26936626610413	0.0245889851211461	1.34486124027167	0.128107339801746	1.19774067840292	0.52832642720907	Mitochondrial_small_heat_shock_protein
PGSC0003DMG400004838	0.576214231562183	0.00944896968163209	0.659123962106694	0.217127336716861	0.489706967070067	0.568470854742059	Ribosomal_protein_L28
